Index	IMAGE_KEY	CAPTION	COUNT_RATINGS	COUNT_GOOD_RATINGS
508	00859d4064004a97	on the sidewalk at night	8	5
509	00859d4064004a97	black and white photo of a street scene .	8	8
510	0086067901dfc8d4	a view of the boardwalk in the city	9	7
511	0086067901dfc8d4	a man walks across the bridge	9	5
512	0086067901dfc8d4	a view of the waterfront .	7	4
513	0086067901dfc8d4	a walk on the boardwalk .	8	2
514	0086067901dfc8d4	a walk in the park	9	4
515	0088e520787d4557	a view of the village in the sunset	10	10
516	0088e520787d4557	a city in the evening	8	6
517	0088e520787d4557	panoramic view of the city	6	4
518	0088e520787d4557	property image # villa on the coast , km	10	7
519	0088e520787d4557	a view of the hills	8	7
520	008a7a91afc66296	a sign for the building	9	7
521	008a7a91afc66296	the sign on the side of the building	8	7
522	008a7a91afc66296	a sign for a city	10	4
523	008a7a91afc66296	a sign outside a restaurant	8	5
524	008a7a91afc66296	a sign on a building	6	3
525	008c06d0f38ce6da	person standing on a table in a classroom	8	4
526	008c06d0f38ce6da	a man standing at a desk in front of a computer screen	6	3
527	008c06d0f38ce6da	person on the set of crime fiction film .	8	3
528	008c06d0f38ce6da	this is a photo of person .	8	5
529	008c06d0f38ce6da	this is what i want for my game .	8	3
530	008ec31a23e9b6a0	person on the ball during a training session	10	6
531	008ec31a23e9b6a0	the boys playing football in the middle of the field	9	6
532	008ec31a23e9b6a0	a game of football in the park	9	7
533	008ec31a23e9b6a0	person at the end of the game	9	3
534	008ec31a23e9b6a0	the first game of the season	9	8
535	00939ae6af6091c9	a view of the skyline at night	7	7
536	00939ae6af6091c9	night view of the skyline	9	8
537	00939ae6af6091c9	a night view of the skyline .	8	7
538	00939ae6af6091c9	the skyline at night , seen	9	9
539	00939ae6af6091c9	skyline at dusk in the background	9	8
540	00943dc18453cd26	the bell tower of the church	8	7
541	00943dc18453cd26	the bell tower of the church	8	7
542	00943dc18453cd26	the walls of the old city	6	4
543	00943dc18453cd26	low angle view of a church	9	7
544	00943dc18453cd26	a city is a town .	9	5
545	00957e4f52f4534d	image may contain person on stage playing a musical instrument and indoor	8	7
546	00957e4f52f4534d	image may contain person on stage playing a musical instrument guitar and indoor	9	5
547	00957e4f52f4534d	image may contain : person , on stage and playing a musical instrument	7	5
548	00957e4f52f4534d	image may contain : person , on stage , playing a musical instrument and guitar	9	6
549	00957e4f52f4534d	image may contain : person , on stage , playing a musical instrument and guitar	8	8
550	00963081841d0f89	digital art selected for the #	6	2
551	00963081841d0f89	a person with a cloud	8	2
552	00963081841d0f89	icon on a black background .	7	4
553	00963081841d0f89	icon on a gray background .	7	5
554	00963081841d0f89	black and white vector icon .	9	8
555	009816310d1961e8	a view of the rock formations on the river	7	6
556	009816310d1961e8	geographical feature category in the autumn forest	7	4
557	009816310d1961e8	a small waterfall in the desert	6	4
558	009816310d1961e8	water flowing through the rocks	9	8
559	009816310d1961e8	a view of the rocks	6	5
560	009d568aa5218bd0	digital art selected for the #	9	2
561	009d568aa5218bd0	digital art selected for the #	6	2
562	009d568aa5218bd0	water flows from a pipe	8	3
563	009d568aa5218bd0	a view from the bottom of the chapel .	8	4
564	009d568aa5218bd0	construction site in the city	10	5
565	009e0105d9abb3b3	view of the front of the building	10	9
566	009e0105d9abb3b3	the entrance to the building	8	7
567	009e0105d9abb3b3	the entrance to the building	10	10
568	009e0105d9abb3b3	the entrance to the building .	10	9
569	009e0105d9abb3b3	this is the new building .	8	3
570	009e051fe01d061a	flag waving in the blue sky	8	6
571	009e051fe01d061a	flag waving in the wind	10	9
572	009e051fe01d061a	american flag on a beautiful day	9	7
573	009e051fe01d061a	flag waving on the wind	10	8
574	009e051fe01d061a	flag on the wind	10	9
575	009e302cd340d5d2	close up of hands painted on a table	9	5
576	009e302cd340d5d2	a child 's hand painted with paint	7	5
577	009e302cd340d5d2	tips for making a snowman	10	5
578	009e302cd340d5d2	make your own child 's art project !	9	7
579	009e302cd340d5d2	person paints paint on a paint brush .	10	4
580	009f6931fc3c83a9	a helicopter on the flight line	11	8
581	009f6931fc3c83a9	a helicopter on the ground	8	5
582	009f6931fc3c83a9	a helicopter on the tarmac .	10	6
583	009f6931fc3c83a9	some of the helicopters on display .	9	4
584	009f6931fc3c83a9	a helicopter takes off from a field	9	6
585	00a0c5ea5b4f3989	a view of the construction site	8	6
586	00a0c5ea5b4f3989	the view from our hotel room	8	4
587	00a0c5ea5b4f3989	the view from our room	7	3
588	00a0c5ea5b4f3989	a view from the tower .	9	7
589	00a0c5ea5b4f3989	view from the top of the hill .	8	6
590	00a44dc6f7b7e8da	the statue of person in the temple	8	6
591	00a44dc6f7b7e8da	a statue of monarch at the entrance	8	7
592	00a44dc6f7b7e8da	carvings on the main entrance	8	7
593	00a44dc6f7b7e8da	bas - relief at the entrance	6	2
594	00a44dc6f7b7e8da	statues on the facade of person	9	7
595	00a4a7f40b0eee53	digital art selected for the #	3	1
596	00a4a7f40b0eee53	how to make a collage with your own hands	6	1
597	00a4a7f40b0eee53	person and the city of person	9	6
598	00a4a7f40b0eee53	a calendar for your child	6	0
599	00a4a7f40b0eee53	a poster for the event .	8	3
600	00a6158794eb6223	a little girl playing with her dog on the street at night	10	5
601	00a6158794eb6223	a little girl plays with her dog on the street	6	1
602	00a6158794eb6223	children playing in a fountain	8	7
603	00a6158794eb6223	playing with the dog at night .	5	0
604	00a6158794eb6223	people play on a table .	5	2
605	00a7e701513637f3	a view of the building in the city	8	5
606	00a7e701513637f3	the view from our apartment	8	6
607	00a7e701513637f3	the view from our apartment .	5	2
608	00a7e701513637f3	looking up at a building	7	4
609	00a7e701513637f3	looking up at the skyscrapers	7	2
610	00a99c2260adb717	a view of the building	8	8
611	00a99c2260adb717	a view of the tent	8	8
612	00a99c2260adb717	a man walks past a mural .	8	4
613	00a99c2260adb717	a giant christmas tree is seen .	6	1
614	00a99c2260adb717	the tent on the beach	9	3
615	00aaab0957a2f14d	digital art selected for the #	4	3
616	00aaab0957a2f14d	digital art selected for the #	5	2
617	00aaab0957a2f14d	a view of the interior .	7	6
618	00aaab0957a2f14d	glass sculpture in the gallery	9	9
619	00aaab0957a2f14d	digital art selected for the #	8	5
620	00ab9f96dbd14fab	view of the front porch of the house	9	6
621	00ab9f96dbd14fab	property image # house m from the center with internet air conditioning parking	7	6
622	00ab9f96dbd14fab	property image # cottage facing a lake	8	3
623	00ab9f96dbd14fab	property image # near town and beach	9	5
624	00ab9f96dbd14fab	porch off the living room	8	7
625	00ae9e06200fd476	a view of the house	8	6
626	00ae9e06200fd476	the front of the house	7	4
627	00ae9e06200fd476	the rear of the house	8	4
628	00ae9e06200fd476	a city for sale property .	9	5
629	00ae9e06200fd476	the front of the house	10	4
630	00af7fe9c4f79146	this image is described in surrounding text	9	5
631	00af7fe9c4f79146	this image is described in surrounding text	8	5
632	00af7fe9c4f79146	a diagram of the civilization	7	3
633	00af7fe9c4f79146	a diagram of the research paper .	9	6
634	00af7fe9c4f79146	image titled choose a number line	10	7
635	00b01c5b231e0853	a view of the street at night	6	5
636	00b01c5b231e0853	night view of the canal	10	6
637	00b01c5b231e0853	a city in the past , history	8	7
638	00b01c5b231e0853	a canal in the rain	9	2
639	00b01c5b231e0853	a city in the dark	5	2
640	00b0508b8267915e	a view of the building	8	5
641	00b0508b8267915e	looking up at the east facade	8	3
642	00b0508b8267915e	a crane on a construction site	7	5
643	00b0508b8267915e	cranes on a construction site	8	8
644	00b0508b8267915e	scaffolding on the roof of a building	7	5
645	00b0becfcdff96f1	how to make a watermelon on a white plate	7	3
646	00b0becfcdff96f1	the art of painting artist	9	5
647	00b0becfcdff96f1	how to make a christmas card .	9	4
648	00b0becfcdff96f1	celebrate the season with cake	8	4
649	00b0becfcdff96f1	christmas card in a box	6	4
650	00b1543ceab6d542	a tree in the garden	7	6
651	00b1543ceab6d542	a tree in full bloom	8	3
652	00b1543ceab6d542	a tree in full bloom	9	5
653	00b1543ceab6d542	looking up at the tree	6	5
654	00b1543ceab6d542	christmas trees around the world	8	3
655	00b2493f0d5b8501	storm clouds over the mountains	8	7
656	00b2493f0d5b8501	the view from the top of the mountain	8	4
657	00b2493f0d5b8501	national park in the clouds	9	5
658	00b2493f0d5b8501	the view from the trail .	8	6
659	00b2493f0d5b8501	a view of the ridge .	9	4
660	00b3e8dc41763ecc	a flower in the hands of a person	8	5
661	00b3e8dc41763ecc	a close up of the flower	8	6
662	00b3e8dc41763ecc	a flower in the hand	7	4
663	00b3e8dc41763ecc	a flower for my friend	9	8
664	00b3e8dc41763ecc	the daisy in the hand	9	4
665	00b4afc65add0d8d	digital art selected for the #	9	6
666	00b4afc65add0d8d	a blog about home and garden design including design	10	8
667	00b4afc65add0d8d	how to hang art on a wall	7	6
668	00b4afc65add0d8d	the art of painting artist	10	5
669	00b4afc65add0d8d	a modern design by person .	9	7
670	00b4f59578b53599	close up of a pink flower	9	7
671	00b4f59578b53599	close up of a pink flower	7	5
672	00b4f59578b53599	biological genus in the rain	5	3
673	00b4f59578b53599	person by person on ###px	8	4
674	00b4f59578b53599	a beautiful flower by person	8	6
675	00b82a370e0157c5	red flowers in the autumn forest	5	5
676	00b82a370e0157c5	spring is in the air	10	7
677	00b82a370e0157c5	red berries on the tree	9	6
678	00b82a370e0157c5	sunrise on a winter morning	9	5
679	00b82a370e0157c5	autumn leaves on the trees	10	7
680	00ba61f8cfacadd4	pink flowers in the garden	8	7
681	00ba61f8cfacadd4	biological genus in the garden	7	4
682	00ba61f8cfacadd4	biological genus in the garden	8	6
683	00ba61f8cfacadd4	a close - up of the flowers	9	7
684	00ba61f8cfacadd4	these are the flowers in my garden .	7	7
685	00c2db0fd32a0f2b	a view of the tents at the festival	8	8
686	00c2db0fd32a0f2b	a view of the campsite	10	7
687	00c2db0fd32a0f2b	the view from the top of the hill	9	5
688	00c2db0fd32a0f2b	camp set up at the site	7	6
689	00c2db0fd32a0f2b	the sun sets over the mountains	9	5
690	00c2f730d2f44390	a boat on the river	9	6
691	00c2f730d2f44390	a house on the water	7	3
692	00c2f730d2f44390	a shanty town at riverside .	9	5
693	00c2f730d2f44390	homes on stilts on the river	9	6
694	00c2f730d2f44390	a house by a canal	8	6
695	00c37dc70d8f99ff	aerial view of the trees in the city	8	7
696	00c37dc70d8f99ff	a tree fell during a storm	9	4
697	00c37dc70d8f99ff	a tree fell on a house .	10	2
698	00c37dc70d8f99ff	a car sits in a tree .	6	1
699	00c37dc70d8f99ff	a tree in my backyard	7	3
700	00c4de6e6d3fd111	christmas lights in the lobby	7	3
701	00c4de6e6d3fd111	christmas lights in the lobby	9	4
702	00c4de6e6d3fd111	a chandelier hangs from the ceiling .	10	6
703	00c4de6e6d3fd111	one of the many chandeliers	9	8
704	00c4de6e6d3fd111	the chandelier in the main hall	9	9
705	00c9df88b4cafdd7	the interior of the church	7	7
706	00c9df88b4cafdd7	the interior of the church	10	7
707	00c9df88b4cafdd7	the altar in the church	7	6
708	00c9df88b4cafdd7	the altar of the church .	8	6
709	00c9df88b4cafdd7	photo taken by person by person	8	4
710	00caaabba2ab255e	a view of the bridge over the river	6	2
711	00caaabba2ab255e	a view of the pond	8	5
712	00caaabba2ab255e	a view of the canal	7	4
713	00caaabba2ab255e	a boat sits in flood waters .	10	4
714	00caaabba2ab255e	a view of the canal	9	5
715	00cba61dfcbcd018	soldiers march during the military parade	8	3
716	00cba61dfcbcd018	soldiers from the march through the streets	7	0
717	00cba61dfcbcd018	soldiers take part in a military parade .	10	5
718	00cba61dfcbcd018	soldiers take part in a military parade .	10	6
719	00cba61dfcbcd018	members of the public take part in a ceremony .	5	1
720	00cc8d22e4dda41d	a view of the building	9	7
721	00cc8d22e4dda41d	a city is one of the oldest cities in the world	8	2
722	00cc8d22e4dda41d	a man walks past the building .	10	6
723	00cc8d22e4dda41d	a view of the restaurant	8	4
724	00cc8d22e4dda41d	a city on a sunny day	8	6
725	00ccf36488b71dc3	a view of the castle on the river	8	6
726	00ccf36488b71dc3	a city in the past history	10	9
727	00ccf36488b71dc3	tourist attraction in the snow	7	4
728	00ccf36488b71dc3	tourist attraction in the rain .	10	3
729	00ccf36488b71dc3	tourist attraction from across the lake	8	4
730	00ce768a8138c780	a bus on the road	10	8
731	00ce768a8138c780	a bus on the road	8	4
732	00ce768a8138c780	on the road to person	8	4
733	00ce768a8138c780	clouds on the way back	8	6
734	00ce768a8138c780	a day on the road	10	10
735	00d3ef1c8cbca06f	a view of the building	10	9
736	00d3ef1c8cbca06f	the front of the building	7	5
737	00d3ef1c8cbca06f	the house that person lived in .	7	4
738	00d3ef1c8cbca06f	the house i grew up in .	9	5
739	00d3ef1c8cbca06f	a city in the ####s	8	6
740	00d517acd107f8d9	marble bust of a young woman	7	6
741	00d517acd107f8d9	marble bust of a woman	6	3
742	00d517acd107f8d9	marble bust of a young woman	10	4
743	00d517acd107f8d9	marble bust of roman emperor .	8	6
744	00d517acd107f8d9	bust of a young woman	6	3
745	00d707ca12ebff5a	a general view of the food at the restaurant	9	8
746	00d707ca12ebff5a	a spread of traditional dishes	7	6
747	00d707ca12ebff5a	what 's the difference between food ?	10	7
748	00d707ca12ebff5a	photo taken at person by person	9	2
749	00d707ca12ebff5a	a selection of dishes from around the world	8	6
750	00dbf8318e2d91e4	football player scores his team 's second goal during the match	7	6
751	00dbf8318e2d91e4	football player scores his team 's first goal during the match	8	4
752	00dbf8318e2d91e4	football player scores the opening goal during the match .	7	7
753	00dbf8318e2d91e4	football player scores his side 's first goal of the game	9	8
754	00dbf8318e2d91e4	soccer player celebrates scoring his side 's first goal of the game	6	4
755	00dc1f40f2e21c4e	a map of the city	8	5
756	00dc1f40f2e21c4e	this is an undated image of a highway	8	8
757	00dc1f40f2e21c4e	a map of the railway bridge .	9	5
758	00dc1f40f2e21c4e	greeting card featuring the digital art by person	10	5
759	00dc1f40f2e21c4e	what is the name of this bridge	5	3
760	00dc3862f69bdd67	greeting card featuring the painting by person	6	4
761	00dc3862f69bdd67	greeting card featuring the digital art by person	9	7
762	00dc3862f69bdd67	tourist attraction in the rain	8	3
763	00dc3862f69bdd67	an aerial view of the gardens	8	5
764	00dc3862f69bdd67	a view of the gardens	6	3
765	00de39d5796157d4	aerial view of the bridge	10	4
766	00de39d5796157d4	a city from the air	10	4
767	00de39d5796157d4	aerial view of the wing	10	6
768	00de39d5796157d4	as seen from a plane	9	9
769	00de39d5796157d4	aerial view of the green landscape	9	8
770	00ded428ebbf0ef0	soldiers walk through a destroyed tank in the city	8	6
771	00ded428ebbf0ef0	soldiers inspect a destroyed tank	10	8
772	00ded428ebbf0ef0	military conflict in the mud	9	5
773	00ded428ebbf0ef0	a soldier walks past damaged vehicles .	9	8
774	00ded428ebbf0ef0	the ruins of the village	5	1
775	00df0a9df1295121	extra large movie poster image for film	8	3
776	00df0a9df1295121	the poster for the show	8	2
777	00df0a9df1295121	the sign at the entrance .	6	3
778	00df0a9df1295121	welcome sign at the entrance	7	2
